/*  T[GeV]       sqrt(gStar)     heff  */  
  { 0.5623413E3,10.284140E0,105.684303E0},
  { 0.5308843E3,10.284220E0,105.676201E0},
  { 0.5011873E3,10.284279E0,105.667198E0},
  { 0.4731523E3,10.284350E0,105.657097E0},
  { 0.4466847E3,10.284448E0,105.645798E0},
  { 0.4216965E3,10.284580E0,105.633102E0},
  { 0.3981071E3,10.284698E0,105.618797E0},
  { 0.3758391E3,10.284810E0,105.602798E0},
  { 0.3548134E3,10.284950E0,105.584900E0},
  { 0.3349655E3,10.285129E0,105.564796E0},
  { 0.3162278E3,10.285310E0,105.542198E0},
  { 0.2985382E3,10.285480E0,105.516899E0},
  { 0.2818383E3,10.285710E0,105.488602E0},
  { 0.2660725E3,10.285929E0,105.456802E0},
  { 0.2511887E3,10.286171E0,105.421303E0},
  { 0.2371374E3,10.286439E0,105.381500E0},
  { 0.2238727E3,10.286731E0,105.336998E0},
  { 0.2113489E3,10.287050E0,105.287201E0},
  { 0.1995262E3,10.287380E0,105.231499E0},
  { 0.1883658E3,10.287721E0,105.169296E0},
  { 0.1778279E3,10.288090E0,105.099899E0},
  { 0.1678804E3,10.288471E0,105.022400E0},
  { 0.1584893E3,10.288869E0,104.936096E0},
  { 0.1496236E3,10.289300E0,104.839897E0},
  { 0.1412538E3,10.289671E0,104.732803E0},
  { 0.1333521E3,10.290009E0,104.613899E0},
  { 0.1258925E3,10.290360E0,104.481903E0},
  { 0.1188505E3,10.290609E0,104.335503E0},
  { 0.1122021E3,10.290811E0,104.173599E0},
  { 0.1059254E3,10.290900E0,103.994499E0},
  { 0.1000000E3,10.290780E0,103.796997E0},
  { 0.9440609E2,10.290480E0,103.579597E0},
  { 0.8912511E2,10.289920E0,103.340698E0},
  { 0.8413950E2,10.289018E0,103.078796E0},
  { 0.7943282E2,10.287670E0,102.792397E0},
  { 0.7498942E2,10.285829E0,102.480103E0},
  { 0.7079458E2,10.283350E0,102.140404E0},
  { 0.6683440E2,10.280070E0,101.772202E0},
  { 0.6309573E2,10.275870E0,101.374397E0},
  { 0.5956636E2,10.270591E0,100.946198E0},
  { 0.5623413E2,10.264030E0,100.487000E0},
  { 0.5308845E2,10.255980E0,99.996727E0},
  { 0.5011873E2,10.246230E0,99.475601E0},
  { 0.4731512E2,10.234546E0,98.924393E0},
  { 0.4466836E2,10.220711E0,98.344353E0},
  { 0.4216965E2,10.204457E0,97.737350E0},
  { 0.3981072E2,10.185567E0,97.105957E0},
  { 0.3758374E2,10.163840E0,96.453339E0},
  { 0.3548133E2,10.139090E0,95.783348E0},
  { 0.3349654E2,10.111179E0,95.100487E0},
  { 0.3162278E2,10.080021E0,94.409843E0},
  { 0.2985389E2,10.045588E0,93.717056E0},
  { 0.2818383E2,10.007990E0,93.028183E0},
  { 0.2660725E2,9.967407E0,92.349503E0},
  { 0.2511886E2,9.924076E0,91.687370E0},
  { 0.2371374E2,9.878415E0,91.048103E0},
  { 0.2238721E2,9.830911E0,90.437637E0},
  { 0.2113489E2,9.782166E0,89.861427E0},
  { 0.1995262E2,9.732853E0,89.324127E0},
  { 0.1883649E2,9.683722E0,88.829483E0},
  { 0.1778279E2,9.635539E0,88.380142E0},
  { 0.1678804E2,9.589060E0,87.977592E0},
  { 0.1584893E2,9.545019E0,87.622047E0},
  { 0.1496235E2,9.504038E0,87.312538E0},
  { 0.1412541E2,9.466631E0,87.046928E0},
  { 0.1333521E2,9.433184E0,86.822151E0},
  { 0.1258925E2,9.403888E0,86.634277E0},
  { 0.1188502E2,9.378805E0,86.478897E0},
  { 0.1122018E2,9.357838E0,86.351212E0},
  { 0.1059254E2,9.340742E0,86.246307E0},
  { 0.1000000E2,9.328511E0,86.159431E0},
  { 0.8912509E1,9.309928E0,86.022141E0},
  { 0.7943287E1,9.300078E0,85.908730E0},
  { 0.7079464E1,9.295743E0,85.796242E0},
  { 0.6309576E1,9.294460E0,85.668533E0},
  { 0.5623413E1,9.294641E0,85.514008E0},
  { 0.5011872E1,9.295348E0,85.323357E0},
  { 0.4466839E1,9.296071E0,85.087929E0},
  { 0.3981072E1,9.296438E0,84.798843E0},
  { 0.3548136E1,9.296024E0,84.446854E0},
  { 0.3162278E1,9.294300E0,84.022621E0},
  { 0.2818383E1,9.290553E0,83.517357E0},
  { 0.2511888E1,9.276449E0,82.923729E0},
  { 0.2371377E1,9.279055E0,82.592117E0},
  { 0.2238722E1,9.273203E0,82.236862E0},
  { 0.2113489E1,9.266044E0,81.857941E0},
  { 0.1995263E1,9.257412E0,81.455658E0},
  { 0.1883650E1,9.247128E0,81.030617E0},
  { 0.1778279E1,9.235045E0,80.583801E0},
  { 0.1678806E1,9.221028E0,80.116539E0},
  { 0.1584893E1,9.197192E0,79.630501E0},
  { 0.1496236E1,9.174915E0,79.151718E0},
  { 0.1412538E1,9.158957E0,78.655190E0},
  { 0.1333521E1,9.143701E0,78.143341E0},
  { 0.1258927E1,9.119092E0,77.618797E0},
  { 0.1188502E1,9.094488E0,76.978050E0},
  { 0.1122019E1,9.069882E0,76.337303E0},
  { 0.1059254E1,9.045273E0,75.696548E0},
  { 0.1000000E1,9.020666E0,75.055801E0},
  { 0.9440617E0,8.996060E0,74.415047E0},
  { 0.8912510E0,8.971451E0,73.774300E0},
  { 0.8413955E0,8.946841E0,73.133537E0},
  { 0.7943284E0,8.922239E0,72.492790E0},
  { 0.7498942E0,8.889072E0,71.754227E0},
  { 0.7079459E0,8.855903E0,71.015663E0},
  { 0.6683444E0,8.822741E0,70.277092E0},
  { 0.6309577E0,8.789569E0,69.538528E0},
  { 0.5956623E0,8.756402E0,68.799957E0},
  { 0.5623413E0,8.723238E0,68.061394E0},
  { 0.5308846E0,8.690076E0,67.322823E0},
  { 0.5011872E0,8.659819E0,66.584259E0},
  { 0.4731517E0,8.653987E0,65.812302E0},
  { 0.4466837E0,8.662815E0,64.966003E0},
  { 0.4216965E0,8.675383E0,64.033997E0},
  { 0.3981073E0,8.691288E0,63.005001E0},
  { 0.3758374E0,8.710199E0,61.867641E0},
  { 0.3548135E0,8.731828E0,60.610569E0},
  { 0.3349657E0,8.755990E0,59.222481E0},
  { 0.3162279E0,8.782597E0,57.692001E0},
  { 0.2985383E0,8.811745E0,56.007820E0},
  { 0.2818383E0,8.843682E0,54.158581E0},
  { 0.2660725E0,8.878924E0,52.132938E0},
  { 0.2511887E0,8.918329E0,49.919579E0},
  { 0.2371376E0,8.963238E0,47.507160E0},
  { 0.2238722E0,8.972139E0,44.884319E0},
  { 0.2113489E0,9.000001E0,42.152420E0},
  { 0.1995262E0,8.981428E0,39.420509E0},
  { 0.1883649E0,8.944286E0,36.688622E0},
  { 0.1778279E0,8.852855E0,33.956718E0},
  { 0.1678806E0,8.676431E0,31.224810E0},
  { 0.1584893E0,8.407143E0,28.492920E0},
  { 0.1496236E0,7.924472E0,25.651779E0},
  { 0.1412538E0,7.218974E0,23.377211E0},
  { 0.1333521E0,6.608272E0,21.564310E0},
  { 0.1258925E0,6.085515E0,20.126560E0},
  { 0.1188502E0,5.643207E0,18.992720E0},
  { 0.1122018E0,5.273376E0,18.104280E0},
  { 0.1059253E0,4.967891E0,17.413271E0},
  { 0.1000000E0,4.629994E0,16.880390E0},
  { 0.9440609E-1,4.404898E0,16.600660E0},
  { 0.8912510E-1,4.341545E0,16.353270E0},
  { 0.8413950E-1,4.290949E0,16.128790E0},
  { 0.7943282E-1,4.250250E0,15.919700E0},
  { 0.7498942E-1,4.217101E0,15.720170E0},
  { 0.7079458E-1,4.189602E0,15.525600E0},
  { 0.6683440E-1,4.166118E0,15.332490E0},
  { 0.6309573E-1,4.145311E0,15.138250E0},
  { 0.5956621E-1,4.126081E0,14.941070E0},
  { 0.5623413E-1,4.107556E0,14.739760E0},
  { 0.5308845E-1,4.088943E0,14.533670E0},
  { 0.5011873E-1,4.069606E0,14.322700E0},
  { 0.4731512E-1,4.049028E0,14.107130E0},
  { 0.4466836E-1,4.026782E0,13.887660E0},
  { 0.4216965E-1,4.002524E0,13.665300E0},
  { 0.3981072E-1,3.975116E0,13.441370E0},
  { 0.3548133E-1,3.914132E0,12.995180E0},
  { 0.3162277E-1,3.844031E0,12.563350E0},
  { 0.2818383E-1,3.765947E0,12.161090E0},
  { 0.2511886E-1,3.682950E0,11.802320E0},
  { 0.2238721E-1,3.599389E0,11.497680E0},
  { 0.1995262E-1,3.520215E0,11.252810E0},
  { 0.1778279E-1,3.450083E0,11.067720E0},
  { 0.1584893E-1,3.392399E0,10.937060E0},
  { 0.1412538E-1,3.348625E0,10.851600E0},
  { 0.1258925E-1,3.318210E0,10.800260E0},
  { 0.1122018E-1,3.299013E0,10.772190E0},
  { 0.1000000E-1,3.288110E0,10.758350E0},
  { 0.8912510E-2,3.282602E0,10.752210E0},
  { 0.7943284E-2,3.280155E0,10.749700E0},
  { 0.7079456E-2,3.279223E0,10.748640E0},
  { 0.6309573E-2,3.278931E0,10.748020E0},
  { 0.5623413E-2,3.278870E0,10.747450E0},
  { 0.5011873E-2,3.278882E0,10.746770E0},
  { 0.4466837E-2,3.278913E0,10.745920E0},
  { 0.3981071E-2,3.278958E0,10.744850E0},
  { 0.3548133E-2,3.279345E0,10.743490E0},
  { 0.3162278E-2,3.279804E0,10.741020E0},
  { 0.2818383E-2,3.280047E0,10.737780E0},
  { 0.2511887E-2,3.280304E0,10.733660E0},
  { 0.2238721E-2,3.280641E0,10.728430E0},
  { 0.1995262E-2,3.282239E0,10.721750E0},
  { 0.1778279E-2,3.283977E0,10.710610E0},
  { 0.1584893E-2,3.285009E0,10.696460E0},
  { 0.1412538E-2,3.286310E0,10.678480E0},
  { 0.1258925E-2,3.287937E0,10.655650E0},
  { 0.1122018E-2,3.289977E0,10.626710E0},
  { 0.1000000E-2,3.292506E0,10.590050E0},
  { 0.8912510E-3,3.295610E0,10.543740E0},
  { 0.7943284E-3,3.299383E0,10.485400E0},
  { 0.7079456E-3,3.303900E0,10.412190E0},
  { 0.6309572E-3,3.309220E0,10.320760E0},
  { 0.5623413E-3,3.315323E0,10.207230E0},
  { 0.5011873E-3,3.322111E0,10.067280E0},
  { 0.4466837E-3,3.329330E0,9.896221E0},
  { 0.3981071E-3,3.336508E0,9.689258E0},
  { 0.3548134E-3,3.342868E0,9.441833E0},
  { 0.3162278E-3,3.347242E0,9.150148E0},
  { 0.2818383E-3,3.347975E0,8.811836E0},
  { 0.2511887E-3,3.342849E0,8.426746E0},
  { 0.2238721E-3,3.329062E0,7.997792E0},
  { 0.1995262E-3,3.303299E0,7.531672E0},
  { 0.1778279E-3,3.261962E0,7.039310E0},
  { 0.1584893E-3,3.201615E0,6.535744E0},
  { 0.1412538E-3,3.119701E0,6.039272E0},
  { 0.1258925E-3,3.015544E0,5.569750E0},
  { 0.1122018E-3,2.891436E0,5.146163E0},
  { 0.1000000E-3,2.753449E0,4.783859E0},
  { 0.8912505E-4,2.611334E0,4.492088E0},
  { 0.7943284E-4,2.476926E0,4.272558E0},
  { 0.7079457E-4,2.361244E0,4.119564E0},
  { 0.6309577E-4,2.271389E0,4.021753E0},
  { 0.5623413E-4,2.208873E0,3.965008E0},
  { 0.5011870E-4,2.170196E0,3.935492E0},
  { 0.4466837E-4,2.149093E0,3.921912E0},
  { 0.3981071E-4,2.139039E0,3.916468E0},
  { 0.3548135E-4,2.134906E0,3.914598E0},
  { 0.3162278E-4,2.133462E0,3.914058E0},
  { 0.2818382E-4,2.133043E0,3.913929E0},
  { 0.2511887E-4,2.132938E0,3.913901E0},
  { 0.2238721E-4,2.132916E0,3.913901E0},
  { 0.1995263E-4,2.132916E0,3.913901E0},
  { 0.0000000E0 ,2.132916E0,3.913901E0}
