# NMSSMTools OUTPUT IN SLHA FORMAT
# Info about spectrum calculator
BLOCK SPINFO   # Program information
     1   NMSSMTools # Spectrum calculator
#   2.57998537E-01   RD*+Theor.Err.
#   2.45978327E-01   RD*-Theor.Err.

BLOCK HMIX Q=  1.50000000E+03 # (STOP/SBOTTOM MASSES)
     1     2.87583987E+02   # |MUEFF|
     2     3.03766126E+00   # TAN(BETA)
     3     2.38686326E+02   # V(Q)
     4     1.00000000E+06   # MA^2
     5     1.44000000E+04   # MP^2
# 
# 5*5 Higgs mixing
BLOCK CVNMHMIX
  1  1    -4.13473850E-03   # S_(1,1)
  1  2    -1.19411966E-02   # S_(1,2)
  1  3    -9.41189337E-04   # S_(1,3)
  1  4    -1.00607885E-01   # S_(1,4)
  1  5     9.94845455E-01   # S_(1,5)
  2  1     1.50209080E-01   # S_(2,1)
  2  2     1.72495898E-01   # S_(2,2)
  2  3     9.73483155E-01   # S_(2,3)
  2  4    -2.97054775E-04   # S_(2,4)
  2  5     3.58571131E-03   # S_(2,5)
  3  1     2.82349865E-01   # S_(3,1)
  3  2     9.36081719E-01   # S_(3,2)
  3  3    -2.09480228E-01   # S_(3,3)
  3  4    -1.25637145E-03   # S_(3,4)
  3  5     1.20841053E-02   # S_(3,5)
  4  1     9.47353543E-01   # S_(4,1)
  4  2    -3.06318120E-01   # S_(4,2)
  4  3    -9.18989553E-02   # S_(4,3)
  4  4    -1.55912784E-02   # S_(4,4)
  4  5    -1.40307781E-03   # S_(4,5)
  5  1     1.48308961E-02   # S_(5,1)
  5  2    -4.77477636E-03   # S_(5,2)
  5  3    -1.50936437E-03   # S_(5,3)
  5  4     9.94803146E-01   # S_(5,4)
  5  5     1.00606506E-01   # S_(5,5)
# 
# 3rd generation sfermion mixing
BLOCK STOPMIX  # Real part of the Stop mixing matrix
  1  1     7.08136906E-01   # UT(1,1,1)
  1  2    -7.06057278E-01   # UT(1,2,1)
  2  1     7.06057278E-01   # UT(2,1,1)
  2  2     7.08136906E-01   # UT(2,2,1)
BLOCK IMSTOPMIX  # Imag. part of the Stop mixing matrix
  1  1     0.00000000E+00   # UT(1,1,2)
  1  2     5.02414877E-03   # UT(1,2,2)
  2  1     5.02414877E-03   # UT(2,1,2)
  2  2     0.00000000E+00   # UT(2,2,2)
BLOCK SBOTMIX  # Real part of the Sbottom mixing matrix
  1  1     4.54980494E-01   # UB(1,1,1)
  1  2    -8.90501404E-01   # UB(1,2,1)
  2  1     8.90501404E-01   # UB(2,1,1)
  2  2     4.54980494E-01   # UB(2,2,1)
BLOCK IMSBOTMIX  # Imag. part of the Sbottom mixing matrix
  1  1     0.00000000E+00   # UB(1,1,2)
  1  2    -0.00000000E+00   # UB(1,2,2)
  2  1    -0.00000000E+00   # UB(2,1,2)
  2  2     0.00000000E+00   # UB(2,2,2)
BLOCK STAUMIX  # Real part of the Stau mixing matrix
  1  1     6.72108212E-01   # UTAU(1,1,1)
  1  2    -7.40452936E-01   # UTAU(1,2,1)
  2  1     7.40452936E-01   # UTAU(2,1,1)
  2  2     6.72108212E-01   # UTAU(2,2,1)
BLOCK STAUMIX  # Imag. part of the Stau mixing matrix
  1  1     0.00000000E+00   # UTAU(1,1,2)
  1  2    -0.00000000E+00   # UTAU(1,2,2)
  2  1    -0.00000000E+00   # UTAU(2,1,2)
  2  2     0.00000000E+00   # UTAU(2,2,2)
# 
# Gaugino-Higgsino mixing
BLOCK RNMNMIX  # Real part of the Neutralino Mixing Matrix
  1  1     2.24877834E-01   # RE(N)_(1,1)
  1  2    -1.30421312E-01   # RE(N)_(1,2)
  1  3     3.66781990E-02   # RE(N)_(1,3)
  1  4    -3.47380954E-01   # RE(N)_(1,4)
  1  5     9.00202889E-01   # RE(N)_(1,5)
  2  1     9.44836960E-01   # RE(N)_(2,1)
  2  2    -4.73013614E-02   # RE(N)_(2,2)
  2  3     1.86853409E-01   # RE(N)_(2,3)
  2  4    -3.20901135E-02   # RE(N)_(2,4)
  2  5    -2.62869251E-01   # RE(N)_(2,5)
  3  1     1.97720447E-01   # RE(N)_(3,1)
  3  2     7.76864340E-01   # RE(N)_(3,2)
  3  3    -4.52281146E-01   # RE(N)_(3,3)
  3  4     3.30339337E-01   # RE(N)_(3,4)
  3  5     2.09058580E-01   # RE(N)_(3,5)
  4  1    -9.33648478E-05   # RE(N)_(4,1)
  4  2     6.88934642E-04   # RE(N)_(4,2)
  4  3     1.47821294E-04   # RE(N)_(4,3)
  4  4    -3.97034055E-04   # RE(N)_(4,4)
  4  5     8.38788702E-04   # RE(N)_(4,5)
  5  1     1.26273231E-01   # RE(N)_(5,1)
  5  2    -6.11456740E-01   # RE(N)_(5,2)
  5  3    -5.31507590E-01   # RE(N)_(5,3)
  5  4     5.60198091E-01   # RE(N)_(5,4)
  5  5     1.17698969E-01   # RE(N)_(5,5)
# 
# Gaugino-Higgsino mixing
BLOCK INMNMIX  # Imag. part of the Neutralino Mixing Matrix
  1  1     4.04614011E-04   # IM(N)_(1,1)
  1  2    -4.30440113E-04   # IM(N)_(1,2)
  1  3    -9.29385423E-04   # IM(N)_(1,3)
  1  4    -2.19611258E-03   # IM(N)_(1,4)
  1  5     5.49054496E-03   # IM(N)_(1,5)
  2  1    -6.69591036E-05   # IM(N)_(2,1)
  2  2     7.95517205E-05   # IM(N)_(2,2)
  2  3     3.07453212E-04   # IM(N)_(2,3)
  2  4     5.13409274E-04   # IM(N)_(2,4)
  2  5    -1.05678562E-03   # IM(N)_(2,5)
  3  1     4.05465940E-05   # IM(N)_(3,1)
  3  2    -5.38374858E-05   # IM(N)_(3,2)
  3  3    -4.05577340E-04   # IM(N)_(3,3)
  3  4    -4.83291419E-04   # IM(N)_(3,4)
  3  5     4.65654557E-04   # IM(N)_(3,5)
  4  1    -4.09218293E-02   # IM(N)_(4,1)
  4  2     5.79192933E-02   # IM(N)_(4,2)
  4  3     6.90420630E-01   # IM(N)_(4,3)
  4  4     6.74792635E-01   # IM(N)_(4,4)
  4  5     2.50885723E-01   # IM(N)_(4,5)
  5  1    -2.00747420E-05   # IM(N)_(5,1)
  5  2     2.90161063E-05   # IM(N)_(5,2)
  5  3     4.09970246E-04   # IM(N)_(5,3)
  5  4     3.74716799E-04   # IM(N)_(5,4)
  5  5     3.86210082E-04   # IM(N)_(5,5)
# 
BLOCK RUMIX  # Real Chargino U Mixing Matrix
  1  1     7.13273946E-01   # RE(U)_(1,1)
  1  2    -7.00885353E-01   # RE(U)_(1,2)
  2  1     7.00885353E-01   # RE(U)_(2,1)
  2  2     7.13273946E-01   # RE(U)_(2,2)
# 
BLOCK IUMIX  # Imag Chargino U Mixing Matrix
  1  1     0.00000000E+00   # IM(U)_(1,1)
  1  2    -0.00000000E+00   # IM(U)_(1,2)
  2  1    -0.00000000E+00   # IM(U)_(2,1)
  2  2     0.00000000E+00   # IM(U)_(2,2)
# 
BLOCK RVMIX  # Real Chargino V Mixing Matrix
  1  1     7.97003890E-01   # RE(V)_(1,1)
  1  2    -6.03974171E-01   # RE(V)_(1,2)
  2  1     6.03974171E-01   # RE(V)_(2,1)
  2  2     7.97003890E-01   # RE(V)_(2,2)
# 
BLOCK IVMIX  # Imag Chargino V Mixing Matrix
  1  1     0.00000000E+00   # IM(V)_(1,1)
  1  2    -0.00000000E+00   # IM(V)_(1,2)
  2  1     0.00000000E+00   # IM(V)_(2,1)
  2  2     0.00000000E+00   # IM(V)_(2,2)
# 
# Higgs reduced couplings
# (as compared to a SM Higgs with same mass)
BLOCK REDCOUP
# H1
  1  1    -1.25471141E-02   # U-type fermions
  1  2    -1.34680816E-02   # D-type fermions
  1  3    -1.34611373E-02   # b-quarks
  1  4    -1.26339159E-02   # W,Z bosons
  1  5     1.25349126E-02   # Gluons
  1  6     1.28303402E-02   # Photons
# H1, imag. parts:
  1  1    -3.24541564E-02   # U-type fermions
  1  2    -3.11884443E-01   # D-type fermions
  1  3    -3.09532752E-01   # b-quarks
  1  5     6.42724634E-02   # Gluons
  1  6     1.20334337E-01   # Photons
# H2
  2  1     1.81248645E-01   # U-type fermions
  2  2     4.89275959E-01   # D-type fermions
  2  3     4.86953352E-01   # b-quarks
  2  4     2.10280437E-01   # W,Z bosons
  2  5     1.68288552E-01   # Gluons
  2  6     1.41005320E-01   # Photons
# H2, imag. parts
  2  1    -9.58241211E-05   # U-type fermions
  2  2    -9.20869804E-04   # D-type fermions
  2  3    -9.13926203E-04   # b-quarks
  2  5     1.34052799E-04   # Gluons
  2  6     4.16483802E-04   # Photons
# H3
  3  1     9.83580164E-01   # U-type fermions
  3  2     9.19698073E-01   # D-type fermions
  3  3     9.20179761E-01   # b-quarks
  3  4     9.77559232E-01   # W,Z bosons
  3  5     9.89649421E-01   # Gluons
  3  6     1.00925267E+00   # Photons
# H3, imag. parts
  3  1    -4.05281112E-04   # U-type fermions
  3  2    -3.89475149E-03   # D-type fermions
  3  3    -3.86538404E-03   # b-quarks
  3  5     5.09904293E-04   # Gluons
  3  6     1.25507665E-03   # Photons
# H4
  4  1    -3.21861245E-01   # U-type fermions
  4  2     3.08581422E+00   # D-type fermions
  4  3     3.06011945E+00   # b-quarks
  4  4    -6.85423823E-04   # W,Z bosons
  4  5     3.15621157E-01   # Gluons
  4  6     5.78979067E-01   # Photons
# H4, imag. parts
  4  1    -5.02944464E-03   # U-type fermions
  4  2    -4.83329630E-02   # D-type fermions
  4  3    -4.79685197E-02   # b-quarks
  4  5     5.84166666E-03   # Gluons
  4  6     9.96275150E-03   # Photons
# H5
  5  1    -5.01705697E-03   # U-type fermions
  5  2     4.83086705E-02   # D-type fermions
  5  3     4.79065805E-02   # b-quarks
  5  4     8.93053674E-06   # W,Z bosons
  5  5     4.91999252E-03   # Gluons
  5  6     9.05446502E-03   # Photons
# H5, imag. parts
  5  1     3.20904241E-01   # U-type fermions
  5  2     3.08388975E+00   # D-type fermions
  5  3     3.06063641E+00   # b-quarks
  5  5     3.72656882E-01   # Gluons
  5  6     6.38175063E-01   # Photons
# 
# GAUGE AND YUKAWA COUPLINGS AT THE SUSY SCALE
BLOCK GAUGE Q=  1.50000000E+03 # (SUSY SCALE)
     1     3.63798771E-01   # g1(Q,DR_bar)
     2     6.44114259E-01   # g2(Q,DR_bar)
     3     1.04481080E+00   # g3(Q,DR_bar)
BLOCK YU Q=  1.50000000E+03 # (SUSY SCALE)
  3  3     8.92638704E-01   # HTOP(Q,DR_bar)
BLOCK YD Q=  1.50000000E+03 # (SUSY SCALE)
  3  3     4.10909624E-02   # HBOT(Q,DR_bar)
BLOCK YE Q=  1.50000000E+03 # (SUSY SCALE)
  3  3     3.24001925E-02   # HTAU(Q,DR_bar)
# 
# SOFT TRILINEAR COUPLINGS AT THE SUSY SCALE
# (BOTH SLHA1 AND SLHA2 FORMAT)
BLOCK AU Q=  1.50000000E+03 # (SUSY SCALE)
  3  3     1.50003333E+03   # ATOP
BLOCK TU Q=  1.50000000E+03 # (SUSY SCALE)
  3  3     1.50003333E+03   # ATOP
BLOCK AD Q=  1.50000000E+03 # (SUSY SCALE)
  3  3     1.50000000E+03   # ABOT
BLOCK TD Q=  1.50000000E+03 # (SUSY SCALE)
  3  3     1.50000000E+03   # ABOT
BLOCK AE Q=  1.50000000E+03 # (SUSY SCALE)
  2  2     1.50000000E+03   # AMUON
  3  3     1.50000000E+03   # ATAU
BLOCK TE Q=  1.50000000E+03 # (SUSY SCALE)
  2  2     1.50000000E+03   # AMUON
  3  3     1.50000000E+03   # ATAU
# 
# SOFT MASSES AT THE SUSY SCALE
BLOCK MSOFT Q=  1.50000000E+03 # (SUSY SCALE)
     1     1.30000000E+02   # M1
     2     2.60000000E+02   # M2
     3     1.00000000E+03   # M3
    21     0.00000000E+00   # M_HD
    22     0.00000000E+00   # M_HU
    31     5.00000000E+02   # M_eL
    32     5.00000000E+02   # M_muL
    33     5.00000000E+02   # M_tauL
    34     5.00000000E+02   # M_eR
    35     5.00000000E+02   # M_muR
    36     5.00000000E+02   # M_tauR
    41     1.50000000E+03   # M_q1L
    42     1.50000000E+03   # M_q2L
    43     1.50000000E+03   # M_q3L
    44     1.50000000E+03   # M_uR
    45     1.50000000E+03   # M_cR
    46     1.50000000E+03   # M_tR
    47     1.50000000E+03   # M_dR
    48     1.50000000E+03   # M_sR
    49     1.50000000E+03   # M_bR
# 
# REDUCED CROSS SECTIONS AT LHC
BLOCK LHCCROSSSECTIONS
    11     1.73343670E-04   # VBF/VH -> H1 -> tautau
    12     4.65687146E-03   # ggF -> H1 -> tautau
    13     1.69763860E-04   # VBF/VH -> H1 -> bb
    14     1.28767617E-03   # ttH -> H1 -> bb
    15     0.00000000E+00   # VBF/VH -> H1 -> ZZ/WW
    16     0.00000000E+00   # ggF -> H1 -> ZZ/WW
    17     2.59963941E-05   # VBF/VH -> H1 -> gammagamma
    18     6.98392195E-04   # ggF -> H1 -> gammagamma
    19     0.00000000E+00   # VBF/VH -> H1 -> invisible
   110     0.00000000E+00   # ggF -> H1 -> invisible
    21     4.92262927E-02   # VBF/VH -> H2 -> tautau
    22     3.15288992E-02   # ggF -> H2 -> tautau
    23     4.82352785E-02   # VBF/VH -> H2 -> bb
    24     3.58357672E-02   # ttH -> H2 -> bb
    25     9.09254752E-03   # VBF/VH -> H2 -> ZZ/WW
    26     5.82367670E-03   # ggF -> H2 -> ZZ/WW
    27     4.08872400E-03   # VBF/VH -> H2 -> gammagamma
    28     2.61878276E-03   # ggF -> H2 -> gammagamma
    29     0.00000000E+00   # VBF/VH -> H2 -> invisible
   210     0.00000000E+00   # ggF -> H2 -> invisible
    31     9.16342219E-01   # VBF/VH -> H3 -> tautau
    32     9.39148779E-01   # ggF -> H3 -> tautau
    33     9.19207822E-01   # VBF/VH -> H3 -> bb
    34     9.30565925E-01   # ttH -> H3 -> bb
    35     1.03525065E+00   # VBF/VH -> H3 -> ZZ/WW
    36     1.06101669E+00   # ggF -> H3 -> ZZ/WW
    37     1.10353221E+00   # VBF/VH -> H3 -> gammagamma
    38     1.13099769E+00   # ggF -> H3 -> gammagamma
    39     0.00000000E+00   # VBF/VH -> H3 -> invisible
   310     0.00000000E+00   # ggf -> H3 -> invisible
    41     8.47438460E-05   # VBF/VH -> H4 -> tautau
    42     1.79750763E+01   # ggF -> H4 -> tautau
    43     5.59832578E-05   # VBF/VH -> H4 -> bb
    44     1.23476179E+01   # ttH -> H4 -> bb
    45     4.18004037E-12   # VBF/VH -> H4 -> ZZ/WW
    46     8.86631282E-07   # ggF -> H4 -> ZZ/WW
    47     2.98360634E-06   # VBF/VH -> H4 -> gammagamma
    48     6.32854823E-01   # ggF -> H4 -> gammagamma
    49     2.63134816E-08   # VBF/VH -> H4 -> invisible
   410     5.58137096E-03   # ggF -> H4 -> invisible
    51     1.40617910E-08   # VBF/VH -> H5 -> tautau
    52     2.44894766E+01   # ggF -> H5 -> tautau
    53     9.35078147E-09   # VBF/VH -> H5 -> bb
    54     1.20767433E+01   # ttH -> H5 -> bb
    55     1.17892387E-19   # VBF/VH -> H5 -> ZZ/WW
    56     2.05316865E-10   # ggF -> H5 -> ZZ/WW
    57     6.02175180E-10   # VBF/VH -> H5 -> gammagamma
    58     1.04872522E+00   # ggF -> H5 -> gammagamma
    59     4.72678854E-12   # VBF/VH -> H5 -> invisible
   510     8.23199384E-03   # ggf -> H5 -> invisible
# 
# CHI^2 FOR HIGGS COUPLINGS
BLOCK LHCFIT
     1     1.54034811E+00   # Hgammagamma
     2     5.66127787E-01   # Hff
     3     1.19306284E+00   # HVV
# 
# HIGGS + TOP BRANCHING RATIOS IN SLHA FORMAT
# Info about decay package
BLOCK DCINFO   # Program information
     1   NMSSMTools # Decay package
     2   5.1.1      # Version number
#           PDG          Width
DECAY        25     1.76610885E-04   # Lightest neutral Higgs scalar
     2.10982633E-03    2          21        21   # BR(H_1 -> hadrons)
     3.13426496E-04    2          13       -13   # BR(H_1 -> muon muon)
     8.85616702E-02    2          15       -15   # BR(H_1 -> tau tau)
     6.04045849E-04    2           4        -4   # BR(H_1 -> c cbar)
     9.08271103E-01    2           5        -5   # BR(H_1 -> b bbar)
     1.39921210E-04    2          22        22   # BR(H_1 -> gamma gamma)
DECAY        35     5.56168620E-04   # 2nd neutral Higgs scalar
     7.12720465E-03    2          21        21   # BR(H_2 -> hadrons)
     3.25518339E-04    2          13       -13   # BR(H_2 -> muon muon)
     9.19120423E-02    2          15       -15   # BR(H_2 -> tau tau)
     5.24736956E-03    2           4        -4   # BR(H_2 -> c cbar)
     8.92696485E-01    2           5        -5   # BR(H_2 -> b bbar)
     2.46846640E-03    2          24       -24   # BR(H_2 -> W+ W-)
     5.05375954E-05    2          23        23   # BR(H_2 -> Z Z)
     1.59121253E-04    2          22        22   # BR(H_2 -> gamma gamma)
     1.32468156E-05    2          23        22   # BR(H_2 -> Z gamma)
DECAY        45     3.42341453E-03   # 3rd neutral Higgs scalar
     6.23464878E-02    2          21        21   # BR(H_3 -> hadrons)
     2.25241175E-04    2          13       -13   # BR(H_3 -> muon muon)
     6.36333717E-02    2          15       -15   # BR(H_3 -> tau tau)
     3.30620469E-02    2           4        -4   # BR(H_3 -> c cbar)
     6.12077808E-01    2           5        -5   # BR(H_3 -> b bbar)
     2.02425516E-01    2          24       -24   # BR(H_3 -> W+ W-)
     2.17517721E-02    2          23        23   # BR(H_3 -> Z Z)
     2.71410530E-03    2          22        22   # BR(H_3 -> gamma gamma)
     1.76364648E-03    2          23        22   # BR(H_3 -> Z gamma)
DECAY        36     2.52123156E+01   # 4th neutral Higgs scalar
     1.89991658E-04    2          21        21   # BR(H_4 -> hadrons)
     2.69750056E-06    2          13       -13   # BR(H_4 -> muon muon)
     7.62991925E-04    2          15       -15   # BR(H_4 -> tau tau)
     3.08117003E-05    2           4        -4   # BR(H_4 -> c cbar)
     5.05596462E-03    2           5        -5   # BR(H_4 -> b bbar)
     1.74382163E-01    2           6        -6   # BR(H_4 -> t tbar)
     2.31833901E-06    2          22        22   # BR(H_4 -> gamma gamma)
     2.41100487E-06    2          23        22   # BR(H_4 -> Z gamma)
