txName: TChiWZoff
conditionDescription: None
condition: cGtr([[['mu+','mu-']],[['l','nu']]],[[['e+','e-']],[['l','nu']]])
constraint: 71.*([[['mu+','mu-']],[['l','nu']]] + [[['e+','e-']],[['l','nu']]])
figureUrl: https://twiki.cern.ch/twiki/pub/CMSPublic/PhysicsResultsSUS13006/Fig16_exclusion_TChiWZ.png
dataUrl: https://twiki.cern.ch/twiki/pub/CMSPublic/PhysicsResultsSUS13006/exclusion_TChiWZ.root;https://twiki.cern.ch/twiki/bin/view/CMSPublic/PhysicsResultsSUS13006
validated: True
axes: 2*Eq(mother,x)_Eq(lsp,y)
publishedData: True
upperLimits: [[[[100.0*GeV, 20.0*GeV], [100.0*GeV, 20.0*GeV]], 1.255*pb],
[[[140.0*GeV, 60.0*GeV], [140.0*GeV, 60.0*GeV]], 0.87213*pb],
[[[140.0*GeV, 70.0*GeV], [140.0*GeV, 70.0*GeV]], 1.0897*pb],
[[[140.0*GeV, 80.0*GeV], [140.0*GeV, 80.0*GeV]], 1.474*pb],
[[[140.0*GeV, 90.0*GeV], [140.0*GeV, 90.0*GeV]], 1.9625*pb],
[[[140.0*GeV, 100.0*GeV], [140.0*GeV, 100.0*GeV]], 3.2435*pb],
[[[140.0*GeV, 110.0*GeV], [140.0*GeV, 110.0*GeV]], 6.4968*pb],
[[[140.0*GeV, 120.0*GeV], [140.0*GeV, 120.0*GeV]], 16.299*pb],
[[[150.0*GeV, 70.0*GeV], [150.0*GeV, 70.0*GeV]], 0.98278*pb],
[[[150.0*GeV, 80.0*GeV], [150.0*GeV, 80.0*GeV]], 1.0663*pb],
[[[150.0*GeV, 90.0*GeV], [150.0*GeV, 90.0*GeV]], 1.388*pb],
[[[150.0*GeV, 100.0*GeV], [150.0*GeV, 100.0*GeV]], 1.7793*pb],
[[[150.0*GeV, 110.0*GeV], [150.0*GeV, 110.0*GeV]], 2.8312*pb],
[[[150.0*GeV, 120.0*GeV], [150.0*GeV, 120.0*GeV]], 6.6945*pb],
[[[150.0*GeV, 130.0*GeV], [150.0*GeV, 130.0*GeV]], 15.088*pb],
[[[160.0*GeV, 80.0*GeV], [160.0*GeV, 80.0*GeV]], 0.78022*pb],
[[[160.0*GeV, 90.0*GeV], [160.0*GeV, 90.0*GeV]], 0.9679*pb],
[[[160.0*GeV, 100.0*GeV], [160.0*GeV, 100.0*GeV]], 1.3013*pb],
[[[160.0*GeV, 110.0*GeV], [160.0*GeV, 110.0*GeV]], 1.9737*pb],
[[[160.0*GeV, 120.0*GeV], [160.0*GeV, 120.0*GeV]], 3.0774*pb],
[[[160.0*GeV, 130.0*GeV], [160.0*GeV, 130.0*GeV]], 5.3376*pb],
[[[160.0*GeV, 140.0*GeV], [160.0*GeV, 140.0*GeV]], 10.312*pb],
[[[170.0*GeV, 90.0*GeV], [170.0*GeV, 90.0*GeV]], 0.89397*pb],
[[[170.0*GeV, 100.0*GeV], [170.0*GeV, 100.0*GeV]], 0.93431*pb],
[[[170.0*GeV, 110.0*GeV], [170.0*GeV, 110.0*GeV]], 1.2377*pb],
[[[170.0*GeV, 120.0*GeV], [170.0*GeV, 120.0*GeV]], 1.9016*pb],
[[[170.0*GeV, 130.0*GeV], [170.0*GeV, 130.0*GeV]], 2.4496*pb],
[[[170.0*GeV, 140.0*GeV], [170.0*GeV, 140.0*GeV]], 6.1887*pb],
[[[170.0*GeV, 150.0*GeV], [170.0*GeV, 150.0*GeV]], 19.272*pb],
[[[180.0*GeV, 100.0*GeV], [180.0*GeV, 100.0*GeV]], 0.74473*pb],
[[[180.0*GeV, 110.0*GeV], [180.0*GeV, 110.0*GeV]], 0.89079*pb],
[[[180.0*GeV, 120.0*GeV], [180.0*GeV, 120.0*GeV]], 1.1569*pb],
[[[180.0*GeV, 130.0*GeV], [180.0*GeV, 130.0*GeV]], 1.64*pb],
[[[180.0*GeV, 140.0*GeV], [180.0*GeV, 140.0*GeV]], 2.9459*pb],
[[[180.0*GeV, 150.0*GeV], [180.0*GeV, 150.0*GeV]], 4.8071*pb],
[[[180.0*GeV, 160.0*GeV], [180.0*GeV, 160.0*GeV]], 13.469*pb],
[[[190.0*GeV, 110.0*GeV], [190.0*GeV, 110.0*GeV]], 0.71979*pb],
[[[190.0*GeV, 120.0*GeV], [190.0*GeV, 120.0*GeV]], 0.81147*pb],
[[[190.0*GeV, 130.0*GeV], [190.0*GeV, 130.0*GeV]], 1.2669*pb],
[[[190.0*GeV, 140.0*GeV], [190.0*GeV, 140.0*GeV]], 1.57*pb],
[[[190.0*GeV, 150.0*GeV], [190.0*GeV, 150.0*GeV]], 2.6882*pb],
[[[190.0*GeV, 160.0*GeV], [190.0*GeV, 160.0*GeV]], 5.2403*pb],
[[[190.0*GeV, 170.0*GeV], [190.0*GeV, 170.0*GeV]], 12.92*pb],
[[[200.0*GeV, 120.0*GeV], [200.0*GeV, 120.0*GeV]], 0.76155*pb],
[[[200.0*GeV, 130.0*GeV], [200.0*GeV, 130.0*GeV]], 0.89096*pb],
[[[200.0*GeV, 140.0*GeV], [200.0*GeV, 140.0*GeV]], 0.97312*pb],
[[[200.0*GeV, 150.0*GeV], [200.0*GeV, 150.0*GeV]], 1.5991*pb],
[[[200.0*GeV, 160.0*GeV], [200.0*GeV, 160.0*GeV]], 2.3765*pb],
[[[200.0*GeV, 170.0*GeV], [200.0*GeV, 170.0*GeV]], 4.7602*pb],
[[[200.0*GeV, 180.0*GeV], [200.0*GeV, 180.0*GeV]], 14.547*pb],
[[[210.0*GeV, 130.0*GeV], [210.0*GeV, 130.0*GeV]], 0.69878*pb],
[[[210.0*GeV, 140.0*GeV], [210.0*GeV, 140.0*GeV]], 0.80757*pb],
[[[210.0*GeV, 150.0*GeV], [210.0*GeV, 150.0*GeV]], 1.084*pb],
[[[210.0*GeV, 160.0*GeV], [210.0*GeV, 160.0*GeV]], 1.5943*pb],
[[[210.0*GeV, 170.0*GeV], [210.0*GeV, 170.0*GeV]], 2.5929*pb],
[[[210.0*GeV, 180.0*GeV], [210.0*GeV, 180.0*GeV]], 4.6193*pb],
[[[210.0*GeV, 190.0*GeV], [210.0*GeV, 190.0*GeV]], 15.53*pb],
[[[220.0*GeV, 140.0*GeV], [220.0*GeV, 140.0*GeV]], 0.60702*pb],
[[[220.0*GeV, 150.0*GeV], [220.0*GeV, 150.0*GeV]], 0.87078*pb],
[[[220.0*GeV, 160.0*GeV], [220.0*GeV, 160.0*GeV]], 1.0137*pb],
[[[220.0*GeV, 170.0*GeV], [220.0*GeV, 170.0*GeV]], 1.515*pb],
[[[220.0*GeV, 180.0*GeV], [220.0*GeV, 180.0*GeV]], 2.673*pb],
[[[220.0*GeV, 190.0*GeV], [220.0*GeV, 190.0*GeV]], 5.2542*pb],
[[[220.0*GeV, 200.0*GeV], [220.0*GeV, 200.0*GeV]], 11.949*pb],
[[[230.0*GeV, 150.0*GeV], [230.0*GeV, 150.0*GeV]], 0.62856*pb],
[[[230.0*GeV, 160.0*GeV], [230.0*GeV, 160.0*GeV]], 0.81347*pb],
[[[230.0*GeV, 170.0*GeV], [230.0*GeV, 170.0*GeV]], 0.97565*pb],
[[[230.0*GeV, 180.0*GeV], [230.0*GeV, 180.0*GeV]], 1.3769*pb],
[[[230.0*GeV, 190.0*GeV], [230.0*GeV, 190.0*GeV]], 2.2288*pb],
[[[230.0*GeV, 200.0*GeV], [230.0*GeV, 200.0*GeV]], 4.4487*pb],
[[[240.0*GeV, 160.0*GeV], [240.0*GeV, 160.0*GeV]], 0.65099*pb],
[[[240.0*GeV, 170.0*GeV], [240.0*GeV, 170.0*GeV]], 0.7434*pb],
[[[240.0*GeV, 180.0*GeV], [240.0*GeV, 180.0*GeV]], 1.044*pb],
[[[240.0*GeV, 190.0*GeV], [240.0*GeV, 190.0*GeV]], 1.4179*pb],
[[[240.0*GeV, 200.0*GeV], [240.0*GeV, 200.0*GeV]], 2.2878*pb],
[[[250.0*GeV, 170.0*GeV], [250.0*GeV, 170.0*GeV]], 0.58893*pb],
[[[250.0*GeV, 180.0*GeV], [250.0*GeV, 180.0*GeV]], 0.80161*pb],
[[[250.0*GeV, 190.0*GeV], [250.0*GeV, 190.0*GeV]], 1.0333*pb],
[[[250.0*GeV, 200.0*GeV], [250.0*GeV, 200.0*GeV]], 1.2977*pb],
[[[260.0*GeV, 180.0*GeV], [260.0*GeV, 180.0*GeV]], 0.60529*pb],
[[[260.0*GeV, 190.0*GeV], [260.0*GeV, 190.0*GeV]], 0.74364*pb],
[[[260.0*GeV, 200.0*GeV], [260.0*GeV, 200.0*GeV]], 0.98518*pb],
[[[270.0*GeV, 190.0*GeV], [270.0*GeV, 190.0*GeV]], 0.61027*pb],
[[[270.0*GeV, 200.0*GeV], [270.0*GeV, 200.0*GeV]], 0.68597*pb],
[[[280.0*GeV, 200.0*GeV], [280.0*GeV, 200.0*GeV]], 0.61466*pb]]
