       11     0.801567597E+03     0.940754708E+05     0.192756890E+05     0.196150374E-03     0.240152614E+04     0.219715270E+04     0.326127248E+04     0.342037797E+05     0.355412552E+03     0.420731080E+03     0.273267048E+04     0.302438299E+05     0.416142611E+03     0.927279520E+01     0.261593463E+00
       12     0.200221630E-02     0.181078568E+05     0.598576523E+05     0.228552639E-02     0.837234874E+03     0.224658296E+05     0.367606119E+05     0.328814772E+05     0.629492580E+05     0.141902604E+03     0.746983901E+02     0.269091008E+04     0.937264037E+02     0.104788983E+05     0.260322281E-02
       13     0.142015902E+05     0.457896824E+03     0.355953962E+04     0.952972848E+04     0.111452562E+04     0.169998972E+04     0.313297634E+03     0.795206906E+00     0.693778368E+05     0.942940456E+04     0.399391506E+02     0.964920661E+05     0.192110593E+02     0.332313803E+05     0.927841501E+05
       14     0.304001957E+03     0.127617767E+01     0.763667139E+04     0.532541264E+05     0.426481935E+05     0.166557271E+05     0.620144839E+05     0.514889047E+01     0.144220485E+04     0.268914076E+03     0.847615489E+05     0.518475805E+01     0.135856804E-07     0.612341362E+04     0.731388482E+02
       15     0.146050361E+04     0.289994417E+04     0.111555933E+00     0.150139877E+03     0.654420435E+02     0.492663197E+04     0.599243915E+02     0.280623976E-02     0.899228166E+05     0.189649655E+03     0.198155814E+04     0.272629527E+04     0.235124408E+05     0.654312071E+04     0.402286891E+03
       16     0.370019917E+05     0.373320435E+05     0.766282635E+03     0.652160650E+03     0.829858307E-03     0.352464608E+01     0.198846343E+02     0.144758091E+00     0.713119255E+04     0.632386271E+05     0.268746725E+05     0.103267687E+04     0.381612665E+05     0.151156233E+03     0.369362497E+04
       17     0.685884010E+04     0.719870462E+05     0.230700439E+04     0.455680499E+05     0.887550935E+03     0.315677236E+05     0.222932276E+05     0.520773670E+00     0.474314545E+02     0.454616888E+05     0.342890749E+05     0.749749192E+02     0.220251890E+02     0.162406237E+05     0.271861233E+03
       18     0.313625165E-01     0.427594251E+01     0.121766335E+05     0.206629400E+05     0.440901495E+05     0.612551588E+05     0.112605954E+05     0.252104801E+00     0.931201181E+05     0.166067603E+05     0.680209075E+05     0.154671982E+04     0.526748765E+05     0.138458526E+04     0.543044797E+04
       19     0.758679063E+05     0.555078796E+04     0.192405980E+05     0.202068538E-02     0.739999029E+03     0.671365029E+01     0.262687677E+03     0.779665046E+05     0.786086547E+05     0.602382250E+03     0.116360293E+04     0.371669540E+05     0.266626588E-02     0.909745223E+03     0.165436876E+05
       20     0.368085744E+01     0.182637448E+02     0.325430611E+05     0.218719733E+03     0.128763372E+05     0.144033503E+05     0.684680446E+03     0.264056217E+05     0.202742520E+05     0.133949256E+05     0.987706202E+04     0.469513545E+05     0.748871572E+05     0.162873801E+03     0.249911787E+04
       21     0.334200057E+05     0.516723534E+05     0.318648820E+00     0.633745952E+05     0.519198522E-06     0.291251176E+01     0.544081382E+04     0.182787312E+05     0.208321085E+03     0.245200521E+04     0.139800841E+04     0.549538651E+05     0.270040611E+04     0.877359816E+03     0.834899559E+03
       22     0.300887427E+03     0.498069603E+04     0.160265322E+05     0.376501478E+04     0.400282870E+04     0.393945008E+04     0.147527322E+03     0.130107268E+05     0.265528496E+04     0.354587427E+04     0.628383450E+03     0.135675814E+05     0.511889175E+05     0.203659742E+04     0.281252324E+02
       23     0.361698229E+05     0.823491589E+05     0.175796196E+02     0.515592270E+05     0.301580067E+04     0.116531679E+01     0.527511216E+05     0.190527887E+05     0.553471650E+02     0.104915500E+03     0.867898117E+05     0.960816654E+05     0.382439916E+03     0.240307840E-05     0.471282180E+04
       24     0.766092076E+03     0.803979587E+04     0.460589020E+04     0.885113210E+04     0.815361325E+04     0.123463582E+04     0.475115705E+05     0.129588844E+04     0.939386355E+03     0.226888815E+03     0.536120201E+05     0.151011661E+02     0.265374746E+00     0.108527696E+00     0.137770873E+02
       25     0.104917842E+03     0.367609820E+02     0.444678228E+05     0.454511681E+02     0.211251584E+05     0.129218528E+04     0.436064652E+04     0.430886444E+02     0.980043187E+05     0.579789001E+05     0.579226310E+03     0.886796381E+05     0.251264200E+03     0.165436745E+02     0.612825078E+05
       26     0.181622502E-01     0.101163369E+05     0.298418647E+05     0.836884411E+05     0.704977509E+04     0.652265520E+04     0.193446785E+03     0.189636122E+05     0.171256847E+05     0.434616916E+05     0.428646131E+05     0.536609708E+03     0.504517427E-04     0.226761565E+03     0.566907565E+03
       27     0.494891090E+05     0.333990154E+01     0.124048787E+05     0.702196060E+05     0.620464126E+04     0.105416387E-02     0.130248831E+05     0.751019534E+04     0.539119481E+02     0.635685209E+05     0.127905180E+05     0.303932553E+04     0.189062129E+05     0.869151765E-01     0.834654654E+03
       28     0.218350899E+05     0.262886389E+05     0.202398893E+04     0.952769700E+02     0.130581483E+01     0.250111043E+02     0.449315542E+05     0.240438214E+02     0.227615822E+04     0.157457419E+04     0.683836849E+05     0.213167266E+04     0.314151686E+03     0.289376822E-01     0.195893858E+00
       29     0.443073188E+05     0.307653333E+00     0.100151444E+05     0.338824537E+04     0.519621395E+04     0.758917687E+04     0.110663841E+04     0.500146223E+05     0.973056732E+05     0.327408727E+03     0.657601086E+04     0.781170587E+05     0.167431753E+05     0.147506633E+05     0.258572046E+04
       30     0.285521155E+03     0.428108348E+04     0.101864898E+04     0.106139298E+02     0.157827792E+05     0.556670956E+05     0.500673946E+03     0.328498592E+03     0.597075510E+02     0.167744505E+04     0.762417524E+05     0.753094011E+05     0.928716921E+02     0.242976420E+05     0.345455284E+04
       31     0.183149211E+04     0.278785646E+05     0.666923448E+02     0.701367440E+05     0.387466594E+02     0.696826130E+02     0.137638361E-01     0.364990640E+02     0.431390022E-13     0.938938861E+05     0.421863067E+05     0.757366649E+04     0.152539203E+05     0.146526022E+05     0.389942291E+05
       32     0.175265310E+05     0.100779166E+04     0.583108780E+05     0.226203275E+02     0.435740131E+04     0.128904124E+03     0.343381031E+05     0.124116821E+05     0.535626636E+05     0.542063925E+05     0.452792011E+05     0.201014345E+03     0.178037173E+05     0.145882574E+05     0.425518200E+05
       33     0.511888477E+05     0.894562096E+01     0.236824131E+03     0.417965942E+03     0.398450424E+05     0.549072434E+01     0.437926553E+01     0.523325142E+04     0.325813212E+04     0.418934379E+05     0.464755550E+05     0.170937403E+05     0.205472265E+00     0.288583378E+05     0.181028637E+04
       34     0.332754875E+05     0.760292512E+03     0.121290232E+05     0.940815315E+04     0.781966577E+05     0.196848618E+03     0.726356495E+04     0.119137802E-04     0.356659562E+05     0.529248142E+05     0.113067361E+05     0.613138564E+05     0.342736492E+04     0.804717289E+03     0.964958024E+05
       35     0.116591984E+01     0.752382385E+05     0.378802737E+04     0.957215680E+04     0.650517038E+04     0.169582853E+02     0.368806004E+05     0.136363667E+01     0.602609933E+04     0.186380029E+01     0.125372268E+03     0.480048075E+04     0.511964329E-01     0.902868832E+05     0.313616011E+04
       36     0.834257580E+04     0.457364887E+03     0.162565620E+01     0.385180868E+05     0.993917299E+05     0.243802430E-01     0.550206769E+04     0.727917980E+02     0.505900291E+03     0.114726922E+05     0.254390586E+04     0.237720071E+05     0.599089263E+05     0.116929376E+04     0.365037486E+05
       37     0.328433510E+02     0.514498537E+05     0.103913808E+03     0.661314485E+02     0.121873330E+02     0.123543174E+04     0.410082748E+04     0.628466964E+04     0.373175538E+04     0.266421822E+01     0.803076634E+02     0.991707735E+01     0.188741262E+00     0.451687247E+04     0.874264025E-01
       38     0.294224182E+05     0.104295668E+01     0.186626978E+04     0.396189555E+05     0.381107134E+05     0.719462327E+04     0.493363872E+05     0.322548549E+03     0.767410339E+05     0.506736986E+05     0.217035386E-02     0.415355004E+01     0.107390271E+00     0.914036821E+02     0.381520284E+05
       39     0.508440325E+05     0.411402813E+01     0.133173703E+01     0.250447933E+02     0.311275086E+03     0.397247713E+05     0.418224193E+05     0.596589205E+01     0.420001245E+05     0.228804620E+05     0.540758557E+03     0.229027898E+03     0.692757343E+03     0.719741938E+05     0.575856957E+04
       40     0.835572291E+05     0.644514010E+05     0.306691430E+04     0.734124281E+03     0.303382513E+05     0.478198099E+04     0.529398483E+03     0.557481693E+04     0.897055366E+05     0.175154640E+05     0.109349142E+05     0.345451230E+02     0.204555544E+04     0.180694801E+05     0.826379355E+03
       41     0.985745359E+04     0.257000462E+05     0.891641849E+01     0.584980534E+05     0.174207665E+02     0.334029112E+04     0.111344890E+03     0.913236266E+04     0.896201892E+05     0.800299958E+02     0.179274102E+05     0.166518700E+05     0.291590863E+04     0.314034472E-01     0.255189161E+03
       42     0.183708158E+05     0.826651481E+05     0.264123395E+05     0.394151394E+01     0.302586017E-05     0.965493025E-04     0.283902066E+04     0.349028125E-02     0.706550674E+02     0.261259715E+04     0.169560736E+05     0.466500657E+04     0.285555075E+05     0.109298772E+05     0.105946426E+00
       43     0.688298429E+05     0.102641572E+03     0.419065470E+04     0.107121259E+05     0.118394459E+03     0.358225506E+04     0.835987962E+05     0.661228573E+05     0.961705140E+05     0.694104314E+05     0.136081257E+01     0.439982090E-01     0.954727904E+00     0.276423431E+04     0.441597994E+05
       44     0.285644969E+05     0.174927336E+05     0.152719729E+04     0.840003123E+03     0.135106654E+03     0.363791411E+05     0.172661546E+05     0.313757442E+04     0.129183325E-04     0.108654755E+03     0.124568775E+05     0.525980957E+05     0.128615708E+05     0.128361226E-02     0.153634151E+02
       45     0.992182378E+05     0.143560759E+04     0.189577967E+05     0.630756449E+03     0.546915789E+05     0.501543084E+02     0.288870973E+00     0.759580071E+05     0.500209745E+00     0.246955490E+05     0.234186929E+03     0.290008811E+05     0.176421936E+03     0.420482095E+03     0.247330760E+02
       46     0.998461760E+01     0.205964248E+05     0.227346885E+03     0.397280919E+01     0.580857697E-01     0.186583046E+03     0.107243025E+04     0.303932735E-06     0.165314676E+05     0.788594222E+03     0.211342846E+05     0.827437205E+00     0.930151462E+02     0.475859552E+05     0.519068242E+03
       47     0.818441547E+05     0.796582354E-05     0.648610602E+01     0.950172475E+05     0.189204747E+02     0.576395385E+04     0.110282735E+04     0.165341659E+01     0.912000872E+04     0.717116480E+03     0.673126911E+02     0.188176956E+05     0.682710191E+04     0.263618968E+05     0.315834491E+05
       48     0.297935127E-02     0.786209191E+01     0.301108577E+05     0.189185752E+05     0.923127376E+04     0.161459327E+03     0.451858102E+03     0.635088695E+05     0.270526321E+03     0.356594722E+03     0.133127024E+04     0.373306722E+04     0.400693355E+05     0.298441415E+05     0.774959372E+03
       49     0.222109987E+04     0.917584382E+05     0.587460702E+00     0.946078431E+04     0.581898006E+05     0.137491912E+02     0.222627267E+04     0.408961453E+05     0.191050410E+05     0.168050738E+05     0.299250267E+04     0.512379302E+05     0.258044866E-02     0.184981121E+05     0.690054173E+05
       50     0.414621833E+01     0.690563310E+05     0.922013166E+02     0.154401153E+04     0.111423913E+03     0.171751598E+04     0.110978124E+04     0.268520761E+05     0.253872775E+04     0.146187646E+03     0.747164472E+03     0.153556716E+05     0.304062791E+02     0.319625590E+04     0.180516495E+02
