       11     0.330766530E-15     0.268948346E-06     0.589223405E-04     0.668714396E-04     0.467615817E-01     0.225319939E-05     0.808594549E-01     0.611734469E-02     0.402401954E-01     0.545248364E-01     0.430896297E-06     0.192765329E-02
       12     0.524431267E-04     0.993914630E-01     0.413264658E-03     0.131591876E-02     0.549833758E-02     0.440567480E-02     0.141927251E-01     0.461031715E-04     0.686057132E-01     0.963945924E-04     0.239162270E-06     0.228384831E-01
       13     0.601467515E-01     0.274376914E-01     0.143751907E-01     0.478453288E-08     0.694058377E-05     0.202032423E-02     0.268712279E-02     0.197235026E-01     0.117406347E-02     0.384255021E-05     0.982368267E-01     0.681553020E-02
       14     0.263893534E-02     0.607127594E-02     0.100182707E-01     0.231710815E-04     0.700337114E-07     0.112978646E-01     0.112213837E-01     0.297331680E-04     0.758621718E-06     0.449778687E-02     0.239658653E-01     0.110080011E-04
       15     0.354542092E-02     0.862023087E-05     0.137050012E-01     0.799493106E-03     0.198354357E-02     0.255244143E-03     0.593199494E-01     0.279692083E-02     0.650599819E-01     0.417508598E-01     0.222938824E-01     0.685841545E-06
       16     0.217712624E-05     0.113366613E-03     0.213297293E-01     0.605300864E-09     0.120683200E-01     0.238779562E-02     0.674670484E-02     0.730176166E-03     0.704995482E-01     0.150683186E-02     0.529452386E-01     0.215775549E-02
       17     0.132216931E-01     0.742893517E-03     0.116081518E-02     0.141147925E-04     0.208703065E-01     0.101495828E-05     0.614391380E-02     0.496940026E-05     0.426761443E-01     0.657315483E-03     0.241615984E-01     0.201538872E-01
       18     0.395468325E-05     0.101314194E-04     0.312887063E-02     0.880369034E-02     0.652607627E-05     0.824413054E-01     0.974463261E-01     0.273659984E-04     0.269042898E-03     0.500072689E-04     0.291246194E-04     0.176106562E-05
       19     0.688076754E-01     0.969159001E-01     0.947701861E-01     0.869856092E-03     0.430326387E-02     0.767038773E-02     0.182283991E-02     0.448046029E-02     0.199130276E-08     0.424005029E-04     0.135058211E-08     0.160058673E-03
       20     0.863209701E-01     0.122313484E-02     0.262869810E-01     0.817065184E-05     0.715966594E-02     0.100795539E-01     0.468940556E-01     0.324665365E-03     0.148794338E-01     0.786528218E-02     0.175619221E-01     0.829441748E-03
       21     0.254701994E-02     0.441816606E-03     0.519270237E-04     0.472374581E-13     0.123841055E-01     0.305981356E-01     0.361250362E-02     0.102187731E-05     0.238795934E-02     0.242575200E-01     0.703537069E-01     0.137982886E-01
       22     0.102396934E-04     0.304978094E-03     0.406196820E-02     0.277506632E-07     0.297610132E-02     0.253658131E-01     0.440151528E-03     0.147951498E-02     0.399253072E-02     0.756527155E-05     0.134051541E-02     0.385257005E-01
       23     0.115796217E-01     0.582009229E-08     0.134671945E-04     0.836906966E-03     0.296535001E-06     0.794267451E-03     0.414888743E-05     0.408885963E-04     0.105749000E-01     0.120147950E-01     0.835101305E-05     0.306333629E-06
       24     0.179063005E-01     0.560434653E-01     0.729099794E-05     0.110389582E-03     0.329792629E-01     0.932111898E-02     0.823117340E-10     0.160053270E-01     0.731455337E-03     0.661308849E-01     0.562834445E-01     0.874741772E-02
       25     0.681348588E-03     0.307822476E-01     0.543394519E-03     0.535456366E-09     0.398573196E-01     0.111040082E-01     0.305873207E-02     0.343795123E-01     0.451860346E-02     0.307414842E-03     0.320528803E-01     0.725729587E-01
       26     0.494306400E-07     0.127610472E-01     0.152885066E-04     0.390816239E-02     0.107024577E-01     0.148483544E-01     0.978603562E-01     0.326916102E-02     0.941807171E-02     0.996749326E-03     0.382788318E-07     0.564673677E-02
       27     0.145836320E-02     0.249336789E-04     0.132190852E-04     0.114181859E-04     0.174700342E-01     0.276639382E-03     0.114062864E-01     0.549057549E-01     0.826432732E-07     0.173493530E-09     0.142288954E-04     0.524458646E-03
       28     0.153470263E-01     0.468307404E-07     0.199631518E-01     0.574160072E-06     0.250587102E-05     0.777480428E-02     0.509042526E-05     0.909047332E-02     0.886697282E-03     0.577442724E-01     0.324638977E-02     0.554750605E-02
       29     0.731777476E-04     0.378368849E-02     0.116852870E-01     0.155754514E-02     0.507045195E-01     0.964566429E-05     0.100273013E-02     0.309378048E-05     0.224440867E-01     0.893968840E-05     0.362202235E-03     0.110548649E-09
       30     0.480849148E-04     0.969843076E-05     0.265728426E-01     0.683161032E-02     0.960088891E-02     0.259691808E-04     0.896952641E-01     0.953991273E-03     0.219901804E-02     0.484336941E-01     0.819941498E-14     0.469143115E-03
       31     0.824930700E-04     0.178979088E-01     0.313006595E-02     0.965997744E-05     0.314780381E-03     0.594904709E-01     0.245272693E-01     0.245359999E-05     0.766886241E-01     0.130246085E-02     0.338888160E-01     0.341619342E-01
       32     0.313051919E-02     0.131284071E-04     0.949211339E-01     0.437235638E-01     0.154632460E-01     0.744051009E-03     0.279066155E-01     0.905520130E-03     0.140014050E-06     0.348165847E-01     0.731760270E-01     0.683895898E-04
       33     0.110791256E-01     0.234509988E-01     0.256830952E-01     0.711873517E-02     0.851891009E-06     0.363765900E-02     0.647059332E-02     0.274845167E-04     0.186897998E-05     0.313103629E-03     0.557398210E-01     0.117761669E-01
       34     0.426441092E-01     0.515141756E-01     0.122718793E-03     0.553716137E-05     0.524218364E-03     0.749642527E-03     0.453886739E-01     0.304497328E-02     0.182031115E-01     0.163234306E-06     0.952096047E-03     0.816321254E-01
       35     0.277990098E-01     0.338660747E-01     0.456039135E-01     0.833956445E-04     0.209542368E-01     0.776586187E-05     0.102803447E-01     0.387357675E-05     0.318568014E-01     0.112067386E-01     0.723239243E-06     0.476973444E-01
       36     0.535332418E-02     0.245268491E-02     0.370874185E-01     0.205191344E-02     0.746061733E-03     0.428679628E-02     0.151689843E-01     0.900611154E-01     0.163147018E-02     0.253628530E-07     0.318643701E-04     0.619700646E-01
       37     0.456488785E-04     0.981315109E-01     0.800796715E-01     0.471111028E-04     0.854415924E-11     0.951221126E-08     0.373925369E-14     0.292342005E-07     0.324307774E-04     0.209015526E-02     0.102811168E-05     0.147092483E-01
       38     0.277917758E-06     0.880853439E-04     0.159447541E-03     0.123178544E-04     0.287029741E-04     0.695201415E-01     0.318094038E-02     0.472655037E-01     0.514488205E-01     0.111213277E-01     0.220087123E-06     0.106147969E-03
       39     0.665488755E-02     0.366521898E-06     0.105042415E-02     0.706286382E-01     0.764256440E-04     0.456427332E-04     0.659478860E-02     0.131712863E-05     0.417234985E-01     0.142394264E-01     0.135053241E-02     0.447172773E-02
       40     0.659614989E-03     0.918928628E-04     0.537317990E-01     0.712663814E-03     0.616818077E-03     0.678089454E-04     0.559437892E-01     0.384070479E-04     0.242609943E-01     0.407514691E-05     0.170082607E-01     0.270487131E-03
       41     0.153293753E-06     0.118225456E-04     0.232452115E-01     0.254218257E-02     0.207030124E-04     0.919604824E-01     0.331078870E-03     0.614746486E-01     0.304641847E-02     0.135649791E-02     0.620983044E-04     0.127248305E-02
       42     0.815760214E-01     0.105816644E-04     0.630980179E-02     0.530661120E-02     0.701651406E-03     0.707081910E-02     0.659976000E-01     0.429557511E-02     0.255499344E-03     0.191045861E-04     0.244862156E-01     0.445724293E-01
       43     0.556260357E-06     0.382318143E-03     0.677276842E-04     0.142348271E-01     0.390176083E-01     0.405043747E-01     0.957722631E-01     0.919785154E-01     0.129693699E-02     0.200732913E-01     0.455200582E-02     0.335011985E-02
       44     0.127437371E-01     0.116704760E-04     0.747475798E-03     0.660074751E-01     0.103738925E-01     0.185013186E-01     0.232291426E-03     0.654700905E-01     0.305401225E-01     0.165488815E-02     0.473942965E-01     0.106076935E-01
       45     0.237004382E-03     0.394046897E-01     0.181335282E-01     0.913500093E-01     0.721926188E-02     0.627399926E-01     0.196743065E-05     0.620287781E-02     0.645532329E-02     0.718282761E-02     0.808478116E-02     0.389477757E-02
       46     0.229406713E-09     0.290395499E-01     0.338626533E-01     0.121701048E-01     0.306295576E-01     0.104437712E-02     0.114663890E-08     0.405597541E-01     0.620902078E-06     0.304213195E-02     0.777218626E-02     0.125877341E-01
       47     0.476865158E-01     0.903715288E-01     0.174138342E-02     0.524710916E-01     0.421039121E-04     0.236621648E-04     0.979829019E-03     0.566932689E-05     0.491394802E-02     0.490633247E-03     0.108781592E-01     0.772440719E-04
       48     0.136147703E-01     0.535757229E-01     0.255509911E-02     0.330275413E-02     0.152829445E-01     0.734100883E-01     0.278351700E-01     0.238493859E-04     0.211752395E-02     0.191678419E-02     0.514676142E-01     0.220061910E-01
       49     0.925156433E-01     0.105006602E-02     0.471575205E-03     0.168899126E-02     0.469794223E-01     0.232898270E-02     0.504644206E-03     0.471887440E-02     0.605213356E-01     0.269796790E-01     0.120814414E-02     0.641286978E-04
       50     0.592783433E-02     0.429392715E-01     0.546159881E-07     0.822852588E-03     0.120930369E-02     0.475075776E-01     0.765069304E-01     0.101466048E-02     0.959455892E-01     0.733348538E-01     0.750868085E-01     0.133765315E-02
